movie_id,title,genres,director,cast,keywords,overview,vote_average,vote_count,popularity,release_year,runtime,language
108,Edge of Dragon,Fantasy,Alfonso Cuaron,Jared Leto Arnold Schwarzenegger Morgan Freeman,journey zombie war city underground,an exiled warrior embarks on a chilling journey through a post-apocalyptic city to stop an ancient evil once and for all.,4.1,14617,13.94,2022,126,de
109,Dark Specter,Western Crime,Quentin Tarantino,Emma Stone Matt Damon Brad Pitt,friendship alien sword snow city cult,A mysterious a young prodigy must save their family before a catastrophic event destroys everything they hold dear.,6.5,9790,4.43,2009,153,fr
110,Eternal Infinity 5,Animation,Tim Burton,Joaquin Phoenix Christian Bale Benedict Cumberbatch,mutation treasure superhero clone,a young prodigy embarks on a desperate journey through a distant galaxy to stop a deadly conspiracy once and for all.,6.8,25502,27.77,1971,115,ja
111,Broken Legend 4,War Fantasy Documentary,Martin Scorsese,Hugh Jackman Meryl Streep Russell Crowe,spy sword forest,"Set in a crime-ridden metropolis, the film follows two unlikely allies as they navigate unexpected betrayals and uncover an ancient prophecy.",7.9,23097,94.81,2006,93,ja
112,Hidden Infinity 4,Animation,Steven Spielberg,Keanu Reeves Dustin Hoffman Tom Hanks,mystery love dystopia virus vampire magic mutation,"When a lone hero discovers a forgotten past, they are drawn into a heart-breaking world of a magical realm.",8.7,4803,37.99,2012,125,ja
113,Last Origin,Thriller Biography,Gore Verbinski,Jennifer Lawrence Will Smith Geoffrey Rush,space spy gun zombie forest corruption prison,"When a lone hero discovers a forgotten past, they are drawn into a thrilling world of a post-apocalyptic city.",5.8,40117,22.87,2006,88,es
114,Lost Origin 2,Documentary Animation Mystery,Francis Ford Coppola,Leonardo DiCaprio Scarlett Johansson Harrison Ford,betrayal space journey revenge,A desperate a young prodigy must escape captivity before a deadly conspiracy destroys everything they hold dear.,5.9,24648,11.04,2000,175,hi
115,Kingdom of Ghost,Musical,Christopher Nolan,Jennifer Lawrence Scarlett Johansson Johnny Depp,dystopia alien forest,"When a lone hero discovers an ancient prophecy, they are drawn into a chilling world of a war-torn land.",7.9,28317,94.3,1980,152,es
116,Final Kingdom,Thriller Sport,Guy Ritchie,Russell Crowe Scarlett Johansson Cate Blanchett,superhero revenge friendship city sword,two unlikely allies embarks on a mysterious journey through a distant galaxy to stop a catastrophic event once and for all.,8.5,41015,60.42,1982,87,en
117,Hidden Phoenix 4,Musical,Darren Aronofsky,Jared Leto Bruce Willis Sylvester Stallone,redemption mutation prophecy forest zombie,"Set in a crime-ridden metropolis, the film follows a hardened detective as they navigate moral dilemmas and uncover a long-buried secret.",5.4,17650,56.86,1979,171,ko
118,Last Alliance 4,Sport Adventure,Joel Coen,Joaquin Phoenix Liam Neeson Benedict Cumberbatch,election mystery sword superhero revolution corruption redemption,"In a chilling tale of courage and sacrifice, a lone hero confronts an unstoppable force that will test their very soul.",4.7,49673,45.45,1980,199,fr
119,Hidden Guardian,Drama Crime Horror Mystery,Tony Scott,Robert De Niro Al Pacino Joaquin Phoenix,city dragon time travel family treasure chase love,an exiled warrior embarks on a action-packed journey through a magical realm to stop an ancient evil once and for all.,7.2,49751,96.52,1976,193,en
120,Kingdom of Warrior 4,Horror Sci-Fi Biography Sport,Steven Spielberg,Will Smith Meryl Streep Jared Leto,virus hacker election city,A mysterious a hardened detective must save their family before an ancient evil destroys everything they hold dear.,5.9,19911,31.78,2023,137,hi
121,Last Ghost: Part 2,Mystery Horror Thriller Animation,David Fincher,Mark Wahlberg Harrison Ford Benedict Cumberbatch,treasure ocean friendship conspiracy alien betrayal,"Set in a war-torn land, the film follows an exiled warrior as they navigate political intrigue and uncover a forgotten past.",5.1,13204,83.86,1985,79,es
122,A Prophecy 3,History Sci-Fi Comedy Action,Peter Jackson,Angelina Jolie Sylvester Stallone Dustin Hoffman,zombie mystery gun dragon space virus,"When a lone hero discovers a hidden identity, they are drawn into a heart-breaking world of a post-apocalyptic city.",8.3,14095,85.85,2011,103,ko
123,Hidden Eclipse,Biography,Tony Scott,Christian Bale Will Smith Dustin Hoffman,spy journey hacker,"Set in a distant galaxy, the film follows a hardened detective as they navigate a personal crisis and uncover an ancient prophecy.",6.6,44430,52.54,2009,125,ja
124,Last Storm: Part 3,Musical Comedy Biography,Quentin Tarantino,Emma Stone Meryl Streep Jennifer Lawrence,journey mutation corruption vampire robot,a lone hero embarks on a thrilling journey through a magical realm to stop a deadly conspiracy once and for all.,9.5,17051,90.78,1995,124,ko
125,A Raven: Part 3,Sport Biography,Tony Scott,Charlize Theron Arnold Schwarzenegger Natalie Portman,revolution dragon zombie prison,A mysterious two unlikely allies must uncover the truth before an unstoppable force destroys everything they hold dear.,6.0,48822,87.27,1996,175,de
126,Rise of Specter,Adventure War Animation Biography,Robert Zemeckis,Tom Cruise Arnold Schwarzenegger Matt Damon,treasure corruption desert friendship robot magic,"When a young prodigy discovers a shocking truth, they are drawn into a heart-breaking world of a crime-ridden metropolis.",6.7,41405,98.68,1990,156,en
127,The Sacrifice,Biography Animation,James Cameron,Jack Nicholson Jake Gyllenhaal Jared Leto,mystery forest love survival prophecy vampire,"Set in a post-apocalyptic city, the film follows a hardened detective as they navigate impossible odds and uncover a long-buried secret.",7.8,22617,31.9,1976,124,ja
128,Kingdom of Frontier,Musical Western History,Zack Snyder,Liam Neeson Emma Stone Jake Gyllenhaal,dystopia cult space vampire,"When a lone hero discovers a shocking truth, they are drawn into a mysterious world of a magical realm.",6.8,8121,37.29,2011,176,en
129,Fall of Specter,Action,Steven Spielberg,Matt Damon Benedict Cumberbatch Mark Wahlberg,heist dragon journey mystery robot detective,A heart-breaking a young prodigy must stop the villain before an unstoppable force destroys everything they hold dear.,6.3,6925,51.65,2009,90,de
130,Last Warrior: Part 1,Horror History,David Fincher,Charlize Theron Benedict Cumberbatch Cate Blanchett,survival dragon cult detective,"In a heart-breaking tale of identity and belonging, two unlikely allies confronts an ancient evil that will test their very soul.",4.8,5953,78.17,1974,167,ko
131,Last Specter 3,Western Adventure Comedy,Joel Coen,Will Smith Brad Pitt Cate Blanchett,election time travel snow heist revenge,A desperate two unlikely allies must save their family before a catastrophic event destroys everything they hold dear.,8.8,6141,37.89,1991,98,en
132,Fall of Revelation 5,Thriller Documentary Comedy Crime,Sam Raimi,Morgan Freeman Denzel Washington Johnny Depp,gun mystery sword underground zombie forest,"Set in a post-apocalyptic city, the film follows a lone hero as they navigate moral dilemmas and uncover a hidden identity.",4.3,17195,65.84,1970,165,hi
133,Age of Ghost: Part 3,Thriller,Bryan Singer,Hugh Jackman Bruce Willis Charlize Theron,robot dragon virus friendship love alien,a young prodigy embarks on a mysterious journey through a crime-ridden metropolis to stop an ancient evil once and for all.,9.3,3349,51.19,2005,157,es
134,Fall of Phantom 2,Animation Biography Western Mystery,Martin Scorsese,Sylvester Stallone Tom Hanks Johnny Depp,desert survival dragon mutation love redemption,a hardened detective embarks on a action-packed journey through a distant galaxy to stop an unstoppable force once and for all.,8.5,14659,84.59,1991,146,hi
135,Edge of Odyssey 4,Comedy,Paul Thomas Anderson,Keanu Reeves Leonardo DiCaprio Emma Stone,clone prison dragon treasure ocean,A desperate two unlikely allies must escape captivity before a shadowy organisation destroys everything they hold dear.,5.1,7963,93.09,1995,102,es
136,Kingdom of Hunter: Part 2,Biography Action,Clint Eastwood,Morgan Freeman Geoffrey Rush Jake Gyllenhaal,mystery conspiracy zombie gun mutation magic revenge,"In a chilling tale of power and corruption, an exiled warrior confronts a catastrophic event that will test their very soul.",9.0,16318,28.09,1991,199,de
137,Shadow of Guardian: Part 2,Sport Mystery Family,Gore Verbinski,Harrison Ford Tom Cruise Jack Nicholson,election space magic mutation zombie,a hardened detective embarks on a action-packed journey through a distant galaxy to stop a catastrophic event once and for all.,9.2,46588,42.33,2017,189,hi
138,War of Horizon: Part 1,Action,Alejandro Inarritu,Ryan Gosling Morgan Freeman Tom Cruise,alien prison election journey robot,A chilling a hardened detective must save their family before an unstoppable force destroys everything they hold dear.,7.4,44321,74.21,1984,170,ko
139,War of Covenant: Part 3,Adventure Sci-Fi War,Guillermo del Toro,Jennifer Lawrence Geoffrey Rush Morgan Freeman,journey vampire virus,"In a thrilling tale of justice and revenge, a hardened detective confronts an unstoppable force that will test their very soul.",6.5,44788,8.37,1981,169,ja
140,Last Covenant 2,Crime Documentary Horror,Christopher Nolan,Emma Stone Samuel L. Jackson Ryan Gosling,robot time travel hacker,A chilling an exiled warrior must uncover the truth before a deadly conspiracy destroys everything they hold dear.,8.3,20881,53.01,1981,141,en
141,Age of Phoenix: Part 3,Animation Romance Fantasy Drama,Bryan Singer,Emma Stone Angelina Jolie Cate Blanchett,virus treasure mystery dragon,A desperate a hardened detective must escape captivity before a shadowy organisation destroys everything they hold dear.,7.8,21082,38.76,2020,195,en
142,Fall of Specter: Part 1,History Family Western,Stanley Kubrick,Brad Pitt Cate Blanchett Tom Cruise,conspiracy redemption revenge alien prophecy,a lone hero embarks on a desperate journey through a post-apocalyptic city to stop a shadowy organisation once and for all.,8.6,48636,77.75,2011,179,en
143,Lost Legend 5,Animation,Quentin Tarantino,Morgan Freeman Will Smith Scarlett Johansson,betrayal sword spy journey desert forest underground,"In a mysterious tale of power and corruption, a hardened detective confronts a deadly conspiracy that will test their very soul.",4.3,48936,58.98,2014,183,en
144,Rise of Abyss: Part 2,Family Animation Musical,Paul Thomas Anderson,Mark Wahlberg Joaquin Phoenix Jared Leto,mystery alien prophecy,"When a young prodigy discovers a shocking truth, they are drawn into a thrilling world of a crime-ridden metropolis.",7.0,36427,15.0,1972,75,ja
145,Edge of Revelation,Drama Thriller History,James Cameron,Denzel Washington Will Smith Keanu Reeves,journey vampire heist zombie sword friendship dragon,"In a chilling tale of courage and sacrifice, an exiled warrior confronts a catastrophic event that will test their very soul.",8.0,31978,95.2,1992,91,ko
146,Broken Warrior,Mystery Biography,Francis Ford Coppola,Emma Stone Jack Nicholson Natalie Portman,robot sword revolution ocean time travel snow alien,A heart-breaking two unlikely allies must save their family before a deadly conspiracy destroys everything they hold dear.,8.8,30383,45.09,2019,114,es
147,War of Warrior: Part 3,Horror,Ethan Coen,Christian Bale Russell Crowe Tom Cruise,clone betrayal war conspiracy gun,an exiled warrior embarks on a mysterious journey through a crime-ridden metropolis to stop an ancient evil once and for all.,6.6,9790,37.22,1984,189,hi
148,Kingdom of Horizon: Part 2,Sci-Fi,Alfonso Cuaron,Arnold Schwarzenegger Leonardo DiCaprio Hugh Jackman,election alien conspiracy magic underground revolution zombie,two unlikely allies embarks on a action-packed journey through a magical realm to stop a catastrophic event once and for all.,4.3,24261,24.17,2012,101,ja
149,Rise of Covenant,Mystery,Martin Scorsese,Liam Neeson Meryl Streep Scarlett Johansson,prophecy sword zombie forest clone ocean gun,A action-packed a hardened detective must escape captivity before a shadowy organisation destroys everything they hold dear.,6.7,31645,88.83,1970,139,fr
150,Shadow of Phoenix: Part 1,Drama Crime Documentary,Ridley Scott,Angelina Jolie Dustin Hoffman Matt Damon,desert dystopia heist mystery,"In a mysterious tale of love and loss, two unlikely allies confronts a shadowy organisation that will test their very soul.",4.7,38870,16.95,2010,140,en
151,Kingdom of Sentinel 2,History Sci-Fi,Zack Snyder,Anthony Hopkins Tom Hanks Cate Blanchett,detective underground hacker,"In a mysterious tale of courage and sacrifice, two unlikely allies confronts a deadly conspiracy that will test their very soul.",7.4,33526,27.19,2016,162,de
152,Shadow of Empire 3,Comedy Action,David Fincher,Liam Neeson Arnold Schwarzenegger Benedict Cumberbatch,hacker revenge zombie mystery,a lone hero embarks on a action-packed journey through a post-apocalyptic city to stop an unstoppable force once and for all.,9.0,35392,82.92,2019,161,ko
153,Return of Redemption: Part 1,Fantasy Biography Sci-Fi Romance,JJ Abrams,Anthony Hopkins Johnny Depp Jake Gyllenhaal,journey mystery spy redemption,"Set in a post-apocalyptic city, the film follows an exiled warrior as they navigate political intrigue and uncover a shocking truth.",6.9,34113,1.71,2011,101,ko
154,Forgotten Redemption,War Horror Family Thriller,JJ Abrams,Angelina Jolie Jack Nicholson Meryl Streep,detective desert dragon mutation mystery zombie,"Set in a war-torn land, the film follows an exiled warrior as they navigate a personal crisis and uncover an ancient prophecy.",8.0,43256,12.79,1984,132,hi
155,Final Warrior 3,Sport Adventure Documentary,Alejandro Inarritu,Leonardo DiCaprio Al Pacino Ryan Gosling,hacker snow redemption betrayal journey spy,"Set in a war-torn land, the film follows an exiled warrior as they navigate unexpected betrayals and uncover a hidden identity.",7.9,39205,6.69,2019,179,fr
156,Dawn of Sacrifice: Part 1,Drama Adventure History,Clint Eastwood,Keanu Reeves Jack Nicholson Denzel Washington,ocean superhero mutation,A thrilling a lone hero must uncover the truth before a deadly conspiracy destroys everything they hold dear.,5.1,1057,73.96,1974,192,en
